run_id,method,benchmark,split,input_setting,provider,model,prompt_version,examples_path,prediction_path,metric_path,config_path,provider_config_path,started_at,ended_at,sample_count,success_count,error_count,is_real_llm_run
csmed_ft_test_small_absft_criterion_v3_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:04:55.526895Z,2026-05-16T11:06:38.945981Z,47,47,0,True
csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,full_text_only,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:04:54.404847Z,2026-05-16T11:06:47.282124Z,47,47,0,True
csmed_ft_test_absft_criterion_v3_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,test,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:31:48.705620Z,2026-05-16T11:56:51.960762Z,614,603,11,True
csmed_ft_test_absft_criterion_v3_gpt54mini_retry_failed_20260516,criterion_wise_evidence_grounded,csmed_ft,test,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,/tmp/csmed_ft_test_absft_failed_20260516.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_retry_failed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_retry_failed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:58:45.776113Z,2026-05-16T11:59:15.677303Z,11,11,0,True
csmed_ft_test_absft_criterion_v3_gpt54mini_full_completed_20260516,criterion_wise_evidence_grounded,csmed_ft,test,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test.abstract_plus_full_text.examples.jsonl,results/preds/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_completed_20260516/predictions.jsonl,results/metrics/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_completed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:31:48.705620Z,2026-05-16T11:59:15.677303Z,614,614,0,True
criterion-fixed-missing,criterion_wise_evidence_grounded,csmed_ft,test-small,abstract_plus_full_text,openai,gpt-test,fixed_v1,/tmp/pytest-of-root/pytest-168/test_run_criterion_wise_fixed_0/examples-fixed.jsonl,,,/tmp/pytest-of-root/pytest-168/test_run_criterion_wise_fixed_0/defaults.yaml,/tmp/pytest-of-root/pytest-168/test_run_criterion_wise_fixed_0/providers.yaml,2026-05-16T15:55:05.518871Z,2026-05-16T15:55:05.519883Z,1,0,1,True
csmed_ft_dev_absft_direct_v2_gpt54mini_smoke5_20260516,direct_criteria_aware,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v2,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_smoke5_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_smoke5_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T12:38:08.060964Z,2026-05-16T12:38:23.358175Z,5,5,0,True
csmed_ft_dev_fulltext_direct_v2_gpt54mini_smoke5_20260516,direct_criteria_aware,csmed_ft,dev,full_text_only,openai-compatible,gpt-5.4-mini,v2,results/data/csmed_ft/dev.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_smoke5_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_smoke5_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T12:38:38.428340Z,2026-05-16T12:38:53.788151Z,5,4,1,True
csmed_ft_dev_absft_direct_v2_gpt54mini_full_20260516,direct_criteria_aware,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v2,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T12:39:25.276553Z,2026-05-16T13:14:08.476452Z,626,620,6,True
csmed_ft_dev_fulltext_direct_v2_gpt54mini_full_20260516,direct_criteria_aware,csmed_ft,dev,full_text_only,openai-compatible,gpt-5.4-mini,v2,results/data/csmed_ft/dev.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T12:39:26.145316Z,2026-05-16T13:14:22.275268Z,633,612,21,True
csmed_ft_dev_absft_direct_v2_gpt54mini_retry_failed_20260516,direct_criteria_aware,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v2,/tmp/csmed_ft_dev_absft_direct_failed_20260516.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_retry_failed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_retry_failed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:23:48.533988Z,2026-05-16T13:24:34.388144Z,6,6,0,True
csmed_ft_dev_fulltext_direct_v2_gpt54mini_retry_failed_20260516,direct_criteria_aware,csmed_ft,dev,full_text_only,openai-compatible,gpt-5.4-mini,v2,/tmp/csmed_ft_dev_fulltext_direct_failed_20260516.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_retry_failed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_retry_failed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:23:50.985837Z,2026-05-16T13:26:54.951146Z,21,21,0,True
csmed_ft_dev_absft_direct_v2_gpt54mini_full_completed_20260516,direct_criteria_aware,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v2,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_full_completed_20260516/predictions.jsonl,results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_absft_direct_v2_gpt54mini_full_completed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T12:39:25.276553Z,2026-05-16T13:24:34.388144Z,626,626,0,True
csmed_ft_dev_fulltext_direct_v2_gpt54mini_full_completed_20260516,direct_criteria_aware,csmed_ft,dev,full_text_only,openai-compatible,gpt-5.4-mini,v2,results/data/csmed_ft/dev.full_text_only.examples.jsonl,results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_full_completed_20260516/predictions.jsonl,results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_fulltext_direct_v2_gpt54mini_full_completed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T12:39:26.145316Z,2026-05-16T13:26:54.951146Z,633,633,0,True
csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_smoke5_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_smoke5_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_smoke5_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:35:25.586216Z,2026-05-16T13:35:40.183022Z,5,5,0,True
csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_smoke5_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,fixed_v1,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_smoke5_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_smoke5_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:35:24.137487Z,2026-05-16T13:35:50.248896Z,5,5,0,True
csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_smoke5_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,hybrid_v1,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_smoke5_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_smoke5_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:35:26.552103Z,2026-05-16T13:35:51.482781Z,5,5,0,True
csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:36:49.924723Z,2026-05-16T14:00:41.291036Z,626,619,7,True
csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,fixed_v1,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:36:51.083034Z,2026-05-16T14:22:22.732766Z,626,615,11,True
csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,hybrid_v1,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:36:50.857200Z,2026-05-16T14:23:54.149607Z,626,620,6,True
csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_retry_failed_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,/tmp/csmed_ft_dev_absft_criterion_raw_failed_20260516.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_retry_failed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_retry_failed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T14:38:52.905619Z,2026-05-16T14:39:23.369375Z,7,7,0,True
csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_retry_failed_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,hybrid_v1,/tmp/csmed_ft_dev_absft_criterion_hybrid_failed_20260516.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_retry_failed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_retry_failed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T14:38:52.905636Z,2026-05-16T14:39:34.957099Z,6,6,0,True
csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_retry_failed_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,fixed_v1,/tmp/csmed_ft_dev_absft_criterion_fixed_failed_20260516.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_retry_failed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_retry_failed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T14:38:53.871865Z,2026-05-16T14:39:57.531138Z,11,11,0,True
csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_full_completed_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_full_completed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_raw_v3_gpt54mini_full_completed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:36:49.924723Z,2026-05-16T14:41:21.095786+00:00,626,626,0,True
csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_full_completed_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,fixed_v1,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_full_completed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_fixed_v1_gpt54mini_full_completed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:36:51.083034Z,2026-05-16T14:41:22.285872+00:00,626,626,0,True
csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_full_completed_20260516,criterion_wise_evidence_grounded,csmed_ft,dev,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,hybrid_v1,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_full_completed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/criterion_wise_evidence_grounded/csmed_ft_dev_absft_criterion_hybrid_v1_gpt54mini_full_completed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T13:36:50.857200Z,2026-05-16T14:41:23.407210+00:00,626,626,0,True
csmed_ft_dev_abstract_direct_v3_gpt54mini_smoke5_20260516,direct_criteria_aware,csmed_ft,dev,abstract_only,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/dev.abstract_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_abstract_direct_v3_gpt54mini_smoke5_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_abstract_direct_v3_gpt54mini_smoke5_20260516.json,code/config/experiment_defaults.yaml,code/config/llm_providers.local.yaml,2026-05-16T15:38:30.477510Z,2026-05-16T15:38:37.017621Z,5,5,0,True
csmed_ft_dev_abstract_direct_v3_gpt54mini_full_20260516,direct_criteria_aware,csmed_ft,dev,abstract_only,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/dev.abstract_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_abstract_direct_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/direct_criteria_aware/csmed_ft_dev_abstract_direct_v3_gpt54mini_full_20260516.json,code/config/experiment_defaults.yaml,code/config/llm_providers.local.yaml,2026-05-16T15:38:50.544654Z,2026-05-16T15:43:16.062100Z,632,632,0,True
csmed_ft_dev_two_stage_abstract_direct_v3_to_absft_criteria_raw_v3_gpt54mini_20260516,two_stage,csmed_ft,dev,abstract_plus_full_text,,,,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/two_stage/csmed_ft_dev_two_stage_abstract_direct_v3_to_absft_criteria_raw_v3_gpt54mini_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/two_stage/csmed_ft_dev_two_stage_abstract_direct_v3_to_absft_criteria_raw_v3_gpt54mini_20260516.json,,,2026-05-16T15:46:02.367853Z,2026-05-16T15:46:03.587781Z,626,626,0,False
csmed_ft_dev_two_stage_abstract_direct_v3_to_absft_direct_v2_gpt54mini_20260516,two_stage,csmed_ft,dev,abstract_plus_full_text,,,,results/data/csmed_ft/dev.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/dev/two_stage/csmed_ft_dev_two_stage_abstract_direct_v3_to_absft_direct_v2_gpt54mini_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/dev/two_stage/csmed_ft_dev_two_stage_abstract_direct_v3_to_absft_direct_v2_gpt54mini_20260516.json,,,2026-05-16T15:46:18.216356Z,2026-05-16T15:46:19.507821Z,626,626,0,False
csmed_ft_test_two_stage_abstract_direct_v3_to_absft_criteria_raw_v3_gpt54mini_20260516,two_stage,csmed_ft,test,abstract_plus_full_text,,,,results/data/csmed_ft/test.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test/two_stage/csmed_ft_test_two_stage_abstract_direct_v3_to_absft_criteria_raw_v3_gpt54mini_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test/two_stage/csmed_ft_test_two_stage_abstract_direct_v3_to_absft_criteria_raw_v3_gpt54mini_20260516.json,,,2026-05-16T16:38:35.709716Z,2026-05-16T16:38:37.723300Z,614,614,0,False
